problem,solver,settings,runtime,found,primal_residual,dual_residual,duality_gap
CONT-050,clarabel,default,0.1475431050021143,True,1.5987211554602254e-14,6.22475909224839e-17,2.284803235497179e-09
CONT-050,clarabel,high_accuracy,0.1219745819980744,True,3.042011087472929e-13,1.1102230246251563e-16,2.24880114529924e-11
CONT-050,clarabel,low_accuracy,0.0947813650018361,True,6.750155989720953e-14,8.26111233457119e-17,2.284429764842777e-05
CONT-050,clarabel,mid_accuracy,0.1051426960002572,True,8.61533067109122e-13,5.994321804054145e-17,2.284837484767266e-07
CONT-050,cvxopt,default,3.010568255001999,True,2.220446049250313e-15,6.684746962039496e-17,8.638879478439777e-08
CONT-050,cvxopt,high_accuracy,3.0683019110001624,True,2.220446049250313e-15,6.684746962039496e-17,8.638879478439777e-08
CONT-050,cvxopt,low_accuracy,3.0615708449986414,True,2.220446049250313e-15,6.684746962039496e-17,8.638879478439777e-08
CONT-050,cvxopt,mid_accuracy,3.06276619900018,True,2.220446049250313e-15,6.684746962039496e-17,8.638879478439777e-08
CONT-050,highs,default,5.932579748998251,True,1.8475598828615603e-10,3.518493032609628e-07,0.0020321816473863
CONT-050,highs,high_accuracy,5.88104649899833,True,1.8475598828615603e-10,3.518493032609628e-07,0.0020321816473863
CONT-050,highs,low_accuracy,4.584901541998988,True,1.6570012029148984e-10,4.466626227968848e-07,0.7564332411065979
CONT-050,highs,mid_accuracy,5.893417725998006,True,1.8475598828615603e-10,3.518493032609628e-07,0.0020321816473863
CONT-050,osqp,default,0.0193176450011378,True,0.0044282342846986,6.96200186827518e-07,0.0062210126721106
CONT-050,osqp,high_accuracy,1.397848035001516,True,9.341416529196067e-12,2.8550295808060795e-14,1.5696377531071448e-10
CONT-050,osqp,low_accuracy,0.5509941290001734,True,0.0005635292965053,1.319724710235044e-05,0.0580885796912318
CONT-050,osqp,mid_accuracy,1.0155084320031165,True,1.0933848049177186e-08,3.0893965228921676e-11,1.7048130962482588e-07
CONT-050,piqp,default,0.0931713450008828,True,2.220446049250313e-15,5.798756417469891e-12,1.7407828512006063e-09
CONT-050,piqp,high_accuracy,0.0888382099983573,True,2.220446049250313e-15,7.918910430399835e-14,1.7781109917791582e-11
CONT-050,piqp,low_accuracy,0.0710602120016119,True,1.6969092797580743e-11,2.233356436164757e-08,1.583498773194414e-05
CONT-050,piqp,mid_accuracy,0.0766336580018105,True,1.7541523789077473e-13,4.5604677369877236e-10,1.6783842304857188e-07
CONT-050,proxqp,default,1.159042043997033,True,2.887038745846837e-07,1.110003583298068e-08,3.8341851993028975e-05
CONT-050,proxqp,high_accuracy,1.1411498710003798,True,2.757447603585206e-10,4.494729783678653e-13,9.644771647998596e-10
CONT-050,proxqp,low_accuracy,1.13902225199854,True,2.887038745846837e-07,1.110003583298068e-08,3.8341851993028975e-05
CONT-050,proxqp,mid_accuracy,1.1387342609996267,True,1.96706149147019e-08,5.810148878942351e-11,1.884728507706157e-07
CONT-050,qpalm,default,0.0409240449989738,True,2.7661632763908983e-05,6.535872751676055e-07,0.0001044546363145
CONT-050,qpalm,high_accuracy,0.0544940550025785,True,3.8658232170973856e-10,3.141237270298803e-12,4.154789512433865e-09
CONT-050,qpalm,low_accuracy,0.0386465859992313,True,2.7661632763908983e-05,6.535872751676055e-07,0.0001044546363145
CONT-050,qpalm,mid_accuracy,0.0458116239969967,True,7.842808269487024e-08,6.35208714187124e-10,1.7224956039285646e-07
CONT-050,scs,default,0.7034224359995278,True,0.0003848365132279,1.363100205083699e-08,1.682204171737922e-06
CONT-050,scs,high_accuracy,0.8631939180013433,True,2.4944939447379966e-09,1.1064716851083573e-13,1.1794898391315199e-11
CONT-050,scs,low_accuracy,0.6388363990008656,True,5.665188078651795e-07,1.4224322406053425e-07,1.2361943549255017e-05
CONT-050,scs,mid_accuracy,0.8071782250008255,True,5.70273606115279e-10,8.656572290585696e-11,9.388242072638777e-09
CONT-100,clarabel,default,0.8961115929996595,True,5.5955240441107896e-14,1.1102230246251563e-16,1.3970307133348571e-08
CONT-100,clarabel,high_accuracy,0.9973686980010824,True,4.973799150320701e-14,8.140438083792263e-17,1.3909207119411346e-10
CONT-100,clarabel,low_accuracy,0.775621303000662,True,1.9593215938584767e-12,1.0015995194692652e-16,0.0001384012124866
CONT-100,clarabel,mid_accuracy,0.9229543490000652,True,5.5955240441107896e-14,1.1102230246251563e-16,1.3970307133348571e-08
CONT-100,cvxopt,default,48.862540346999594,True,2.220446049250313e-15,8.383200553389323e-17,3.513593049842001e-08
CONT-100,cvxopt,high_accuracy,48.65595854199637,True,2.220446049250313e-15,8.383200553389323e-17,3.513593049842001e-08
CONT-100,cvxopt,low_accuracy,48.67696191700088,True,2.220446049250313e-15,8.383200553389323e-17,3.513593049842001e-08
CONT-100,cvxopt,mid_accuracy,48.79380112399667,True,2.220446049250313e-15,8.383200553389323e-17,3.513593049842001e-08
CONT-100,highs,default,0.0,False,inf,inf,inf
CONT-100,highs,high_accuracy,0.0,False,inf,inf,inf
CONT-100,highs,low_accuracy,0.0,False,inf,inf,inf
CONT-100,highs,mid_accuracy,0.0,False,inf,inf,inf
CONT-100,osqp,default,0.2390185600015684,True,0.002887175659435748,1.7806331288036702e-07,0.0050883648045456165
CONT-100,osqp,high_accuracy,10.007633984998392,False,inf,inf,inf
